"mnth","hr","holiday","weekday","weathersit","temp","atemp","humidity","windspeed","total"
"Jun","6 AM","No","Sunday","Good",56.516,57.1946,82,7.0015,22
"Jun","7 AM","No","Sunday","Good",59.9,60.79424,68,7.0015,35
"Jun","8 AM","No","Sunday","Good",63.284,64.40576,60,6.0032,140
"Jun","9 AM","No","Sunday","Good",68.36,76.99856,46,12.998,300
"Jun","10 AM","No","Sunday","Good",70.052,76.99856,43,15.0013,404
"Jun","11 AM","No","Sunday","Good",71.744,76.99856,41,16.9979,511
"Jun","12 PM","No","Sunday","Good",73.436,76.99856,39,19.9995,684
"Jun","1 PM","No","Sunday","Good",75.128,78.80432,36,19.0012,686
"Jun","2 PM","No","Sunday","Good",75.128,78.80432,36,22.0028,678
"Jun","3 PM","No","Sunday","Good",76.82,78.80432,34,0,644
"Jun","4 PM","No","Sunday","Good",76.82,78.80432,34,19.9995,662
"Jun","5 PM","No","Sunday","Good",76.82,78.80432,34,16.9979,578
"Jun","6 PM","No","Sunday","Good",76.82,78.80432,34,16.9979,496
"Jun","7 PM","No","Sunday","Good",75.128,78.80432,34,19.0012,453
"Jun","8 PM","No","Sunday","Good",73.436,76.99856,39,12.998,314
"Jun","9 PM","No","Sunday","Good",70.052,76.99856,43,11.0014,246
"Jun","10 PM","No","Sunday","Good",70.052,76.99856,50,26.0027,226
"Jun","11 PM","No","Sunday","Good",66.668,68.0054,53,7.0015,108
"Jun","1 AM","No","Monday","Bad",64.976,66.19964,60,11.0014,14
"Jun","2 AM","No","Monday","Good",64.976,66.19964,60,15.0013,11
"Jun","3 AM","No","Monday","Fair",64.976,66.19964,60,11.0014,5
"Jun","4 AM","No","Monday","Good",63.284,64.40576,64,6.0032,8
"Jun","5 AM","No","Monday","Good",61.592,62.6,68,0,35
"Jun","6 AM","No","Monday","Good",61.592,62.6,68,0,139
"Jun","8 AM","No","Monday","Good",68.36,76.99856,49,15.0013,665
"Jun","10 AM","No","Monday","Good",71.744,76.99856,41,31.0009,187
"Jun","12 PM","No","Monday","Good",71.744,76.99856,41,30.0026,282
"Jun","1 PM","No","Monday","Good",71.744,76.99856,41,23.9994,274
"Jun","3 PM","No","Monday","Good",73.436,76.99856,39,19.9995,292
"Jun","4 PM","No","Monday","Good",73.436,76.99856,39,31.0009,448
"Jun","5 PM","No","Monday","Good",71.744,76.99856,38,30.0026,834
"Jun","6 PM","No","Monday","Good",71.744,76.99856,38,26.0027,822
"Jun","7 PM","No","Monday","Good",70.052,76.99856,38,27.9993,645
"Jun","8 PM","No","Monday","Good",68.36,76.99856,40,23.9994,461
"Jun","9 PM","No","Monday","Good",66.668,68.0054,49,16.9979,265
"Jun","10 PM","No","Monday","Good",64.976,66.19964,52,19.0012,168
"Jun","12 AM","No","Tuesday","Good",63.284,64.40576,68,27.9993,34
"Jun","1 AM","No","Tuesday","Fair",61.592,62.6,77,22.0028,20
"Jun","2 AM","No","Tuesday","Bad",61.592,62.6,72,19.9995,8
"Jun","4 AM","No","Tuesday","Bad",59.9,60.79424,82,12.998,5
"Jun","5 AM","No","Tuesday","Bad",58.208,59.00036,82,11.0014,36
"Jun","6 AM","No","Tuesday","Good",58.208,59.00036,82,16.9979,184
"Jun","7 AM","No","Tuesday","Good",58.208,59.00036,77,19.9995,569
"Jun","8 AM","No","Tuesday","Fair",58.208,59.00036,77,15.0013,710
"Jun","9 AM","No","Tuesday","Fair",61.592,62.6,72,16.9979,335
"Jun","10 AM","No","Tuesday","Fair",61.592,62.6,63,19.9995,176
"Jun","11 AM","No","Tuesday","Fair",64.976,66.19964,56,12.998,227
"Jun","12 PM","No","Tuesday","Fair",63.284,64.40576,56,15.0013,247
"Jun","1 PM","No","Tuesday","Fair",68.36,76.99856,46,11.0014,267
"Jun","4 PM","No","Tuesday","Good",68.36,76.99856,43,12.998,473
"Jun","5 PM","No","Tuesday","Good",68.36,76.99856,43,0,850
"Jun","6 PM","No","Tuesday","Good",68.36,76.99856,43,12.998,790
"Jun","7 PM","No","Tuesday","Good",66.668,68.0054,46,16.9979,513
"Jun","8 PM","No","Tuesday","Good",64.976,66.19964,49,15.0013,415
"Jun","9 PM","No","Tuesday","Good",63.284,64.40576,56,11.0014,283
"Jun","11 PM","No","Tuesday","Good",63.284,64.40576,56,6.0032,113
"Jun","1 AM","No","Wednesday","Good",61.592,62.6,68,0,27
"Jun","3 AM","No","Wednesday","Good",56.516,57.1946,82,0,8
"Jun","4 AM","No","Wednesday","Good",56.516,57.1946,82,7.0015,10
"Jun","6 AM","No","Wednesday","Good",58.208,59.00036,77,0,172
"Jun","7 AM","No","Wednesday","Good",59.9,60.79424,72,0,547
"Jun","10 AM","No","Wednesday","Good",68.36,76.99856,46,6.0032,203
"Jun","11 AM","No","Wednesday","Good",70.052,76.99856,43,6.0032,226
"Jun","2 PM","No","Wednesday","Good",71.744,76.99856,38,0,302
"Jun","4 PM","No","Wednesday","Good",71.744,76.99856,41,8.9981,452
"Jun","5 PM","No","Wednesday","Good",70.052,76.99856,43,8.9981,724
"Jun","6 PM","No","Wednesday","Bad",68.36,76.99856,53,12.998,782
"Jun","7 PM","No","Wednesday","Good",64.976,66.19964,73,19.9995,538
"Jun","8 PM","No","Wednesday","Good",63.284,64.40576,73,19.0012,408
"Jun","10 PM","No","Wednesday","Good",61.592,62.6,77,6.0032,248
"Jun","11 PM","No","Wednesday","Good",61.592,62.6,77,0,123
"Jun","12 AM","No","Thursday","Good",61.592,62.6,77,8.9981,59
"Jun","1 AM","No","Thursday","Good",61.592,62.6,77,11.0014,22
"Jun","2 AM","No","Thursday","Good",61.592,62.6,77,6.0032,12
"Jun","3 AM","No","Thursday","Good",59.9,60.79424,77,7.0015,5
"Jun","5 AM","No","Thursday","Good",58.208,59.00036,82,6.0032,34
"Jun","6 AM","No","Thursday","Good",56.516,57.1946,88,7.0015,170
"Jun","7 AM","No","Thursday","Good",59.9,60.79424,82,11.0014,526
"Jun","10 AM","No","Thursday","Good",68.36,75.20468,64,6.0032,210
"Jun","11 AM","No","Thursday","Good",73.436,76.99856,47,15.0013,237
"Jun","12 PM","No","Thursday","Good",76.82,78.80432,42,0,336
"Jun","2 PM","No","Thursday","Good",78.512,80.5982,37,16.9979,265
"Jun","3 PM","No","Thursday","Good",80.204,80.5982,30,0,333
"Jun","5 PM","No","Thursday","Good",78.512,80.5982,34,16.9979,869
"Jun","6 PM","No","Thursday","Good",76.82,78.80432,34,19.0012,813
"Jun","7 PM","No","Thursday","Good",76.82,78.80432,34,19.0012,602
"Jun","9 PM","No","Thursday","Good",70.052,76.99856,41,22.0028,313
"Jun","10 PM","No","Thursday","Good",68.36,76.99856,46,11.0014,228
"Jun","11 PM","No","Thursday","Good",64.976,66.19964,52,8.9981,177
"Jun","12 AM","No","Friday","Good",64.976,66.19964,56,11.0014,77
"Jun","1 AM","No","Friday","Good",64.976,66.19964,56,11.0014,29
"Jun","2 AM","No","Friday","Good",64.976,66.19964,56,0,19
"Jun","3 AM","No","Friday","Good",63.284,64.40576,60,6.0032,8
"Jun","4 AM","No","Friday","Good",61.592,62.6,63,0,10
"Jun","6 AM","No","Friday","Good",61.592,62.6,68,6.0032,139
"Jun","8 AM","No","Friday","Good",66.668,68.0054,60,6.0032,700
"Jun","9 AM","No","Friday","Good",70.052,76.99856,53,11.0014,382
"Jun","10 AM","No","Friday","Good",73.436,76.99856,47,16.9979,249
"Jun","11 AM","No","Friday","Good",76.82,78.80432,42,16.9979,264
"Jun","12 PM","No","Friday","Good",78.512,80.5982,39,22.0028,369
"Jun","1 PM","No","Friday","Good",80.204,80.5982,37,16.9979,416
"Jun","2 PM","No","Friday","Good",81.896,82.40396,31,26.0027,373
"Jun","3 PM","No","Friday","Good",81.896,82.40396,29,19.0012,397
"Jun","4 PM","No","Friday","Good",81.896,82.40396,29,19.9995,523
"Jun","5 PM","No","Friday","Good",81.896,82.40396,29,12.998,793
"Jun","6 PM","No","Friday","Good",81.896,82.40396,27,15.0013,723
"Jun","7 PM","No","Friday","Good",80.204,80.5982,30,15.0013,555
"Jun","8 PM","No","Friday","Good",78.512,80.5982,32,8.9981,408
"Jun","9 PM","No","Friday","Good",76.82,78.80432,37,8.9981,339
"Jun","11 PM","No","Friday","Good",71.744,76.99856,57,11.0014,215
"Jun","1 AM","No","Saturday","Good",71.744,76.99856,53,6.0032,123
"Jun","3 AM","No","Saturday","Good",70.052,76.99856,57,0,40
"Jun","4 AM","No","Saturday","Good",70.052,76.99856,57,0,8
"Jun","6 AM","No","Saturday","Good",64.976,66.19964,64,7.0015,80
"Jun","7 AM","No","Saturday","Good",66.668,68.0054,64,7.0015,87
"Jun","8 AM","No","Saturday","Good",70.052,75.20468,61,7.0015,244
"Jun","9 AM","No","Saturday","Good",71.744,76.99856,57,11.0014,340
"Jun","10 AM","No","Saturday","Good",76.82,80.5982,51,7.0015,466
"Jun","11 AM","No","Saturday","Good",81.896,82.40396,35,0,569
"Jun","12 PM","No","Saturday","Good",85.28,86.0036,29,16.9979,531
"Jun","2 PM","No","Saturday","Good",86.972,86.0036,23,12.998,593
"Jun","3 PM","No","Saturday","Good",88.664,87.79748,20,19.9995,555
"Jun","5 PM","No","Saturday","Good",88.664,87.79748,24,0,495
"Jun","7 PM","No","Saturday","Good",85.28,86.0036,29,11.0014,360
"Jun","9 PM","No","Saturday","Good",80.204,80.5982,40,12.998,316
"Jun","10 PM","No","Saturday","Good",76.82,80.5982,58,11.0014,214
"Jun","11 PM","No","Saturday","Good",75.128,78.80432,61,11.0014,230
"Jun","12 AM","No","Sunday","Good",73.436,76.99856,69,7.0015,158
"Jun","1 AM","No","Sunday","Good",71.744,75.20468,73,8.9981,116
"Jun","2 AM","No","Sunday","Good",71.744,75.20468,69,8.9981,73
"Jun","3 AM","No","Sunday","Good",71.744,75.20468,73,7.0015,29
"Jun","4 AM","No","Sunday","Good",70.052,73.39892,78,6.0032,10
"Jun","6 AM","No","Sunday","Good",70.052,73.39892,73,0,30
"Jun","7 AM","No","Sunday","Good",68.36,71.60504,78,7.0015,62
"Jun","8 AM","No","Sunday","Good",71.744,75.20468,73,6.0032,181
"Jun","9 AM","No","Sunday","Good",76.82,80.5982,58,0,266
"Jun","10 AM","No","Sunday","Good",81.896,84.19784,40,7.0015,413
"Jun","11 AM","No","Sunday","Good",81.896,84.19784,45,6.0032,499
"Jun","12 PM","No","Sunday","Good",86.972,87.79748,30,0,502
"Jun","2 PM","No","Sunday","Good",88.664,89.60324,30,8.9981,500
"Jun","3 PM","No","Sunday","Good",88.664,89.60324,30,15.0013,475
"Jun","4 PM","No","Sunday","Good",88.664,91.39712,36,19.0012,508
"Jun","5 PM","No","Sunday","Good",86.972,91.39712,41,19.0012,521
"Jun","6 PM","No","Sunday","Good",86.972,89.60324,38,15.0013,490
"Jun","7 PM","No","Sunday","Good",86.972,87.79748,28,19.0012,375
"Jun","8 PM","No","Sunday","Good",81.896,84.19784,48,11.0014,363
"Jun","9 PM","No","Sunday","Good",78.512,84.19784,62,11.0014,253
"Jun","10 PM","No","Sunday","Good",76.82,80.5982,65,11.0014,159
"Jun","11 PM","No","Sunday","Good",78.512,82.40396,58,7.0015,110
"Jun","1 AM","No","Monday","Good",73.436,76.99856,74,11.0014,24
"Jun","2 AM","No","Monday","Good",73.436,76.99856,74,7.0015,17
"Jun","3 AM","No","Monday","Good",71.744,73.39892,78,7.0015,6
"Jun","4 AM","No","Monday","Good",71.744,73.39892,78,8.9981,7
"Jun","6 AM","No","Monday","Good",70.052,71.60504,83,7.0015,144
"Jun","7 AM","No","Monday","Good",71.744,73.39892,78,7.0015,503
"Jun","8 AM","No","Monday","Good",73.436,76.99856,74,8.9981,651
"Jun","9 AM","No","Monday","Good",76.82,80.5982,65,8.9981,316
"Jun","10 AM","No","Monday","Good",78.512,84.19784,62,11.0014,147
"Jun","12 PM","No","Monday","Fair",85.28,89.60324,43,12.998,261
"Jun","1 PM","No","Monday","Fair",85.28,87.79748,41,19.9995,248
"Jun","2 PM","No","Monday","Fair",86.972,89.60324,34,19.0012,259
"Jun","3 PM","No","Monday","Good",85.28,87.79748,41,23.9994,259
"Jun","5 PM","No","Monday","Fair",85.28,87.79748,41,23.9994,800
"Jun","6 PM","No","Monday","Fair",85.28,89.60324,43,19.9995,831
"Jun","7 PM","No","Monday","Fair",81.896,84.19784,48,22.0028,596
"Jun","8 PM","No","Monday","Fair",80.204,82.40396,48,15.0013,394
"Jun","9 PM","No","Monday","Fair",78.512,82.40396,58,12.998,250
"Jun","10 PM","No","Monday","Fair",78.512,82.40396,58,12.998,164
"Jun","11 PM","No","Monday","Fair",76.82,80.5982,58,15.0013,80
"Jun","12 AM","No","Tuesday","Fair",76.82,80.5982,58,15.0013,28
"Jun","1 AM","No","Tuesday","Fair",75.128,78.80432,65,11.0014,16
"Jun","2 AM","No","Tuesday","Fair",75.128,78.80432,65,12.998,6
"Jun","3 AM","No","Tuesday","Fair",73.436,76.99856,69,16.9979,12
"Jun","4 AM","No","Tuesday","Bad",68.36,68.0054,88,11.0014,4
"Jun","6 AM","No","Tuesday","Fair",68.36,68.0054,88,8.9981,136
"Jun","7 AM","No","Tuesday","Bad",70.052,69.79928,88,16.9979,303
"Jun","8 AM","No","Tuesday","Fair",70.052,69.79928,88,15.0013,613
"Jun","10 AM","No","Tuesday","Bad",71.744,71.60504,89,19.0012,125
"Jun","11 AM","No","Tuesday","Bad",73.436,75.20468,83,23.9994,65
"Jun","12 PM","No","Tuesday","Bad",73.436,75.20468,83,16.9979,95
"Jun","1 PM","No","Tuesday","Bad",73.436,75.20468,83,12.998,59
"Jun","2 PM","No","Tuesday","Bad",71.744,71.60504,89,16.9979,60
"Jun","3 PM","No","Tuesday","Bad",73.436,73.39892,89,12.998,116
"Jun","4 PM","No","Tuesday","Fair",73.436,73.39892,89,19.0012,239
"Jun","5 PM","No","Tuesday","Fair",73.436,73.39892,89,19.0012,681
"Jun","7 PM","No","Tuesday","Good",75.128,78.80432,83,12.998,491
"Jun","8 PM","No","Tuesday","Good",75.128,78.80432,83,12.998,386
"Jun","10 PM","No","Tuesday","Good",73.436,73.39892,94,7.0015,207
"Jun","11 PM","No","Tuesday","Bad",73.436,73.39892,94,15.0013,89
"Jun","12 AM","No","Wednesday","Fair",73.436,73.39892,94,12.998,34
"Jun","1 AM","No","Wednesday","Good",71.744,73.39892,78,0,28
"Jun","2 AM","No","Wednesday","Good",70.052,71.60504,83,8.9981,4
"Jun","3 AM","No","Wednesday","Good",70.052,71.60504,83,12.998,8
"Jun","4 AM","No","Wednesday","Good",68.36,69.79928,83,8.9981,10
"Jun","5 AM","No","Wednesday","Good",68.36,69.79928,83,12.998,40
"Jun","6 AM","No","Wednesday","Good",68.36,69.79928,83,15.0013,194
"Jun","7 AM","No","Wednesday","Good",68.36,69.79928,83,19.9995,505
"Jun","8 AM","No","Wednesday","Fair",70.052,73.39892,73,35.0008,713
"Jun","9 AM","No","Wednesday","Fair",71.744,75.20468,69,39.0007,352
"Jun","10 AM","No","Wednesday","Fair",71.744,75.20468,65,27.9993,198
"Jun","11 AM","No","Wednesday","Fair",73.436,76.99856,54,30.0026,246
"Jun","12 PM","No","Wednesday","Fair",75.128,78.80432,44,27.9993,334
"Jun","1 PM","No","Wednesday","Fair",76.82,78.80432,45,26.0027,255
"Jun","3 PM","No","Wednesday","Good",78.512,80.5982,32,32.9975,281
"Jun","4 PM","No","Wednesday","Good",78.512,80.5982,30,32.9975,392
"Jun","5 PM","No","Wednesday","Good",78.512,80.5982,32,32.9975,857
"Jun","6 PM","No","Wednesday","Good",78.512,80.5982,32,30.0026,744
"Jun","7 PM","No","Wednesday","Good",76.82,78.80432,34,26.0027,671
"Jun","8 PM","No","Wednesday","Good",75.128,78.80432,36,27.9993,448
"Jun","9 PM","No","Wednesday","Good",71.744,76.99856,44,23.9994,396
"Jun","10 PM","No","Wednesday","Good",70.052,76.99856,50,19.9995,238
"Jun","11 PM","No","Wednesday","Good",70.052,76.99856,50,19.0012,153
"Jun","1 AM","No","Thursday","Good",68.36,76.99856,56,15.0013,21
"Jun","2 AM","No","Thursday","Fair",70.052,76.99856,53,16.9979,9
"Jun","3 AM","No","Thursday","Fair",70.052,76.99856,53,19.0012,5
"Jun","5 AM","No","Thursday","Fair",68.36,76.99856,56,16.9979,40
"Jun","8 AM","No","Thursday","Good",68.36,75.20468,64,22.0028,719
"Jun","9 AM","No","Thursday","Good",70.052,75.20468,61,15.0013,357
"Jun","10 AM","No","Thursday","Good",71.744,75.20468,65,27.9993,179
"Jun","11 AM","No","Thursday","Good",73.436,76.99856,57,16.9979,228
"Jun","12 PM","No","Thursday","Fair",73.436,76.99856,61,15.0013,265
"Jun","1 PM","No","Thursday","Good",75.128,78.80432,57,11.0014,284
"Jun","2 PM","No","Thursday","Good",76.82,80.5982,54,19.0012,298
"Jun","4 PM","No","Thursday","Good",78.512,82.40396,51,19.0012,438
"Jun","5 PM","No","Thursday","Good",78.512,82.40396,48,15.0013,867
"Jun","6 PM","No","Thursday","Good",80.204,82.40396,42,12.998,823
"Jun","7 PM","No","Thursday","Good",76.82,80.5982,48,16.9979,579
"Jun","8 PM","No","Thursday","Good",73.436,76.99856,65,16.9979,435
"Jun","9 PM","No","Thursday","Good",71.744,75.20468,65,11.0014,337
"Jun","10 PM","No","Thursday","Fair",71.744,75.20468,65,15.0013,242
"Jun","11 PM","No","Thursday","Fair",70.052,75.20468,69,11.0014,172
"Jun","12 AM","No","Friday","Good",68.36,73.39892,73,11.0014,94
"Jun","1 AM","No","Friday","Good",66.668,68.0054,78,12.998,51
"Jun","2 AM","No","Friday","Good",64.976,66.19964,83,7.0015,15
"Jun","3 AM","No","Friday","Good",64.976,66.19964,83,11.0014,5
"Jun","4 AM","No","Friday","Good",64.976,66.19964,83,11.0014,14
"Jun","5 AM","No","Friday","Good",63.284,64.40576,88,7.0015,33
"Jun","6 AM","No","Friday","Good",63.284,64.40576,83,8.9981,151
"Jun","7 AM","No","Friday","Good",64.976,66.19964,83,11.0014,430
"Jun","8 AM","No","Friday","Good",68.36,73.39892,69,11.0014,653
"Jun","9 AM","No","Friday","Good",70.052,75.20468,65,11.0014,366
"Jun","10 AM","No","Friday","Good",71.744,76.99856,57,11.0014,216
"Jun","2 PM","No","Friday","Good",78.512,80.5982,39,12.998,376
"Jun","3 PM","No","Friday","Good",78.512,80.5982,39,12.998,377
"Jun","4 PM","No","Friday","Good",78.512,80.5982,37,12.998,558
"Jun","5 PM","No","Friday","Good",80.204,80.5982,37,19.0012,823
"Jun","9 PM","No","Friday","Good",73.436,76.99856,50,7.0015,333
"Jun","10 PM","No","Friday","Good",71.744,76.99856,53,8.9981,321
"Jun","11 PM","No","Friday","Good",70.052,76.99856,53,16.9979,222
"Jun","1 AM","No","Saturday","Good",64.976,66.19964,56,0,95
"Jun","2 AM","No","Saturday","Good",66.668,68.0054,53,0,67
"Jun","6 AM","No","Saturday","Good",63.284,64.40576,68,12.998,47
"Jun","7 AM","No","Saturday","Good",63.284,64.40576,68,12.998,78
"Jun","8 AM","No","Saturday","Good",66.668,68.0054,64,11.0014,204
"Jun","9 AM","No","Saturday","Good",68.36,75.20468,60,6.0032,367
"Jun","10 AM","No","Saturday","Good",71.744,76.99856,47,12.998,435
"Jun","11 AM","No","Saturday","Good",73.436,76.99856,39,11.0014,566
"Jun","12 PM","No","Saturday","Good",75.128,78.80432,41,7.0015,603
"Jun","1 PM","No","Saturday","Good",78.512,80.5982,34,11.0014,617
"Jun","2 PM","No","Saturday","Good",78.512,80.5982,37,15.0013,573
"Jun","3 PM","No","Saturday","Good",80.204,80.5982,35,16.9979,583
"Jun","4 PM","No","Saturday","Fair",78.512,80.5982,37,7.0015,542
"Jun","5 PM","No","Saturday","Fair",78.512,80.5982,37,16.9979,593
"Jun","6 PM","No","Saturday","Fair",78.512,80.5982,37,15.0013,571
"Jun","7 PM","No","Saturday","Fair",76.82,78.80432,42,12.998,461
"Jun","8 PM","No","Saturday","Fair",73.436,76.99856,47,12.998,352
"Jun","9 PM","No","Saturday","Fair",71.744,76.99856,50,15.0013,290
"Jun","11 PM","No","Saturday","Good",68.36,76.99856,53,19.9995,183
"Jun","12 AM","No","Sunday","Good",64.976,66.19964,56,8.9981,148
"Jun","1 AM","No","Sunday","Good",64.976,66.19964,60,11.0014,88
"Jun","3 AM","No","Sunday","Good",63.284,64.40576,64,7.0015,28
"Jun","4 AM","No","Sunday","Good",63.284,64.40576,64,6.0032,18
"Jun","5 AM","No","Sunday","Good",63.284,64.40576,68,8.9981,17
"Jun","6 AM","No","Sunday","Good",61.592,62.6,72,7.0015,23
"Jun","7 AM","No","Sunday","Good",61.592,62.6,72,6.0032,48
"Jun","9 AM","No","Sunday","Good",64.976,66.19964,68,11.0014,274
"Jun","11 AM","No","Sunday","Good",70.052,76.99856,57,7.0015,546
"Jun","12 PM","No","Sunday","Good",70.052,76.99856,57,0,615
"Jun","2 PM","No","Sunday","Good",71.744,76.99856,53,0,582
"Jun","3 PM","No","Sunday","Good",73.436,76.99856,50,15.0013,463
"Jun","4 PM","No","Sunday","Good",73.436,76.99856,54,19.9995,580
"Jun","5 PM","No","Sunday","Good",71.744,76.99856,57,15.0013,593
"Jun","6 PM","No","Sunday","Good",71.744,76.99856,53,12.998,513
"Jun","7 PM","No","Sunday","Good",71.744,76.99856,53,11.0014,390
"Jun","8 PM","No","Sunday","Good",70.052,76.99856,57,12.998,302
"Jun","9 PM","No","Sunday","Good",70.052,76.99856,57,12.998,246
"Jun","10 PM","No","Sunday","Good",68.36,75.20468,60,12.998,153
"Jun","11 PM","No","Sunday","Good",66.668,68.0054,64,12.998,108
"Jun","12 AM","No","Monday","Good",64.976,66.19964,73,16.9979,40
"Jun","2 AM","No","Monday","Good",63.284,64.40576,77,15.0013,9
"Jun","3 AM","No","Monday","Fair",61.592,62.6,83,15.0013,4
"Jun","4 AM","No","Monday","Fair",63.284,64.40576,77,12.998,9
"Jun","5 AM","No","Monday","Bad",61.592,62.6,83,8.9981,23
"Jun","7 AM","No","Monday","Bad",61.592,62.6,94,15.0013,145
"Jun","8 AM","No","Monday","Fair",63.284,64.40576,83,12.998,474
"Jun","9 AM","No","Monday","Fair",63.284,64.40576,83,15.0013,250
"Jun","10 AM","No","Monday","Bad",63.284,64.40576,88,7.0015,91
"Jun","11 AM","No","Monday","Fair",63.284,64.40576,88,11.0014,121
"Jun","12 PM","No","Monday","Bad",64.976,66.19964,78,8.9981,168
"Jun","1 PM","No","Monday","Fair",66.668,68.0054,73,8.9981,225
"Jun","2 PM","No","Monday","Fair",66.668,68.0054,68,12.998,219
"Jun","3 PM","No","Monday","Fair",68.36,73.39892,69,12.998,237
"Jun","4 PM","No","Monday","Fair",68.36,73.39892,73,12.998,332
"Jun","6 PM","No","Monday","Fair",70.052,75.20468,69,11.0014,642
"Jun","8 PM","No","Monday","Fair",70.052,73.39892,73,8.9981,362
"Jun","9 PM","No","Monday","Fair",70.052,73.39892,73,7.0015,273
"Jun","11 PM","No","Monday","Bad",68.36,71.60504,78,12.998,74
"Jun","12 AM","No","Tuesday","Fair",68.36,71.60504,78,11.0014,35
"Jun","1 AM","No","Tuesday","Fair",68.36,71.60504,78,11.0014,14
"Jun","2 AM","No","Tuesday","Fair",68.36,71.60504,78,8.9981,15
"Jun","3 AM","No","Tuesday","Fair",68.36,71.60504,78,7.0015,8
"Jun","4 AM","No","Tuesday","Fair",68.36,71.60504,78,8.9981,10
"Jun","5 AM","No","Tuesday","Fair",68.36,71.60504,78,12.998,37
"Jun","6 AM","No","Tuesday","Fair",68.36,71.60504,78,7.0015,161
"Jun","7 AM","No","Tuesday","Fair",68.36,71.60504,78,8.9981,480
"Jun","8 AM","No","Tuesday","Fair",68.36,71.60504,78,11.0014,673
"Jun","9 AM","No","Tuesday","Good",71.744,75.20468,73,6.0032,328
"Jun","10 AM","No","Tuesday","Good",71.744,75.20468,73,6.0032,180
"Jun","11 AM","No","Tuesday","Good",73.436,76.99856,69,8.9981,230
"Jun","12 PM","No","Tuesday","Good",76.82,80.5982,65,6.0032,292
"Jun","1 PM","No","Tuesday","Good",80.204,84.19784,58,8.9981,272
"Jun","2 PM","No","Tuesday","Good",81.896,87.79748,58,7.0015,227
"Jun","3 PM","No","Tuesday","Good",83.588,91.39712,59,11.0014,259
"Jun","4 PM","No","Tuesday","Good",85.28,93.20288,55,15.0013,334
"Jun","5 PM","No","Tuesday","Good",85.28,93.20288,55,12.998,811
"Jun","6 PM","No","Tuesday","Good",85.28,93.20288,55,11.0014,795
"Jun","7 PM","No","Tuesday","Good",85.28,94.99676,59,15.0013,514
"Jun","9 PM","No","Tuesday","Good",81.896,87.79748,62,11.0014,276
"Jun","10 PM","No","Tuesday","Good",78.512,86.0036,79,6.0032,291
"Jun","11 PM","No","Tuesday","Good",78.512,86.0036,79,8.9981,125
"Jun","12 AM","No","Wednesday","Good",76.82,82.40396,79,12.998,53
"Jun","2 AM","No","Wednesday","Good",73.436,75.20468,83,11.0014,6
"Jun","3 AM","No","Wednesday","Good",73.436,75.20468,83,8.9981,8
"Jun","5 AM","No","Wednesday","Good",73.436,75.20468,83,6.0032,39
"Jun","6 AM","No","Wednesday","Fair",71.744,71.60504,89,6.0032,165
"Jun","7 AM","No","Wednesday","Fair",73.436,73.39892,89,0,464
"Jun","9 AM","No","Wednesday","Fair",78.512,86.0036,74,0,316
"Jun","10 AM","No","Wednesday","Good",86.972,94.99676,52,8.9981,167
"Jun","11 AM","No","Wednesday","Good",88.664,96.80252,49,12.998,188
"Jun","12 PM","No","Wednesday","Good",90.356,98.5964,47,11.0014,180
"Jun","1 PM","No","Wednesday","Good",90.356,96.80252,44,7.0015,211
"Jun","3 PM","No","Wednesday","Good",93.74,100.40216,35,0,179
"Jun","5 PM","No","Wednesday","Good",93.74,100.40216,37,0,691
"Jun","6 PM","No","Wednesday","Good",93.74,100.40216,37,0,672
"Jun","8 PM","No","Wednesday","Good",90.356,94.99676,39,15.0013,407
"Jun","9 PM","No","Wednesday","Good",88.664,93.20288,44,6.0032,344
"Jun","10 PM","No","Wednesday","Good",86.972,93.20288,46,7.0015,257
"Jun","11 PM","No","Wednesday","Good",83.588,91.39712,59,7.0015,123
"Jun","1 AM","No","Thursday","Good",78.512,86.0036,79,8.9981,18
"Jun","3 AM","No","Thursday","Good",78.512,86.0036,74,0,11
"Jun","4 AM","No","Thursday","Good",76.82,82.40396,84,6.0032,12
"Jun","6 AM","No","Thursday","Fair",76.82,82.40396,84,6.0032,150
"Jun","7 AM","No","Thursday","Fair",76.82,82.40396,84,6.0032,463
"Jun","8 AM","No","Thursday","Good",80.204,86.0036,70,0,590
"Jun","11 AM","No","Thursday","Good",90.356,96.80252,41,8.9981,161
"Jun","12 PM","No","Thursday","Good",93.74,100.40216,35,12.998,215
"Jun","3 PM","No","Thursday","Good",95.432,102.19604,33,11.0014,194
"Jun","4 PM","No","Thursday","Good",93.74,100.40216,35,8.9981,320
"Jun","5 PM","No","Thursday","Good",92.048,96.80252,37,0,615
"Jun","6 PM","No","Thursday","Good",90.356,96.80252,41,12.998,640
"Jun","8 PM","No","Thursday","Good",90.356,96.80252,44,12.998,436
"Jun","9 PM","No","Thursday","Good",86.972,94.99676,52,12.998,311
"Jun","10 PM","No","Thursday","Good",85.28,96.80252,63,11.0014,243
"Jun","11 PM","No","Thursday","Good",85.28,94.99676,59,6.0032,146
"Jun","1 AM","No","Friday","Good",81.896,91.39712,75,11.0014,31
"Jun","2 AM","No","Friday","Good",80.204,87.79748,79,0,12
"Jun","3 AM","No","Friday","Good",80.204,87.79748,79,0,7
"Jun","4 AM","No","Friday","Fair",81.896,89.60324,66,0,10
"Jun","5 AM","No","Friday","Fair",80.204,86.0036,66,6.0032,38
